OriginalFoodCode;OriginalFoodName;EnglishFoodName;EdiblePortion;FoodGroupIS1;FoodGroupIS2;0001;0002;0003;0004;0005;0006;0008;0009;0010;0011;0012;0013;0014;0015;0016;0017;0018;0019;0020;0021;0022;0023;0024;0025;0026;0028;0029;0031;0032;0033;0034;0035;0036;0037;0038;0039;0040;0041;0042;0044;0046;0137;0138
Fæðunúmer;Heiti;Enskt heiti;Ætur hluti;Fæðuflokkur;Undirflokkur;Prótein;Fita;Mettaðar fitusýrur;cis-Einómettaðar fitusýrur;cis-Fjölómettaðar fitusýrur;cis-Fjölómettaðar fitus. n-3 langar;trans-Fitusýrur;Kólesteról;Kolvetni, alls;Sykrur;Viðbættur sykur;Trefjaefni;Alkóhól;Steinefni, alls;Vatn;A-vítamín, RJ;Retinol;Beta-karótín;D-vítamín;E-vítamín, alfa-TJ;Alfa-tókóferol;B1-vítamín;B2-vítamín;Níasín-jafngildi;Níasín;B6-vítamín;Fólat, alls;B-12 vítamín;C-vítamín;Kalk;Fosfór;Magnesíum;Natríum;Kalíum;Járn;Sink;Kopar;Joð;Mangan;Selen;Flúor;cis-Fjölóm. fitus. n-6;cis-Fjölóm. fitus. n-3
;;;;;;g;g;g;g;g;g;g;mg;g;g;g;g;g;g;g;µg;µg;µg;µg;mg;mg;mg;mg;mg;mg;mg;µg;µg;mg;mg;mg;mg;mg;mg;mg;mg;mg;µg;mg;µg;mg;g;g
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0671;VATN, drykkjarvatn með kolsýru;Water, drinking water, carbonated;100;12;9;0,;0,;0,;0,;0,;0,;;0;0,;0,;0,;0,;0,;0,;100,0;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,3;0,001;0,077;1,0;0,039;0,000;0,000;0,000;0,012;0,000;;0,003;;
0672;SVÍNAFITA, brædd;Lard, pork;100;10;3;0,;99,0;49,27;36,82;12,15;0,60;0,48;95;0,;0,;0,;0,;0,;0,;1,0;0;0,;0,;0,;1,3;1,3;0,;0,;0,;0,;0,;0,;0,;0,;1,;3,;1,;2,;1,;0,06;0,11;0,02;2,;0,014;6,9;0,03;10,64;1,51
0673;SALAT, rækjusalat með majonesi;Mayonnaise salad with shrimp;100;15;3;10,6;37,0;3,0;20,5;12,2;0,2;0;134;1,0;0,5;0,2;0,1;0;1,4;51,3;60,3333;60;4;1,1;8,4;8,4;0,04;0,10;4,8;2,7;0,12;17;1,6;0,6;24;111;14;396;129;0,62;0,71;0,07;16;0,02;21;0,10;8,1;4,1
0674;SALAT, rækjusalat með sýrðum rjóma;Prawn salad;100;15;3;11,0;8,3;4,2;2,3;0,5;0,2;0,3;115;2,3;2,0;0;0,1;0,;1,1;78,3;101,333;99;28;1,0;1,8;1,8;0,05;0,16;5,0;2,8;0,12;17;1,6;0,6;63;132;18;242;182;0,51;0,69;0,06;16;0,03;21;0,10;0,28;0,24
0675;SALAT, túnfisksalat;Tuna salad;100;15;3;12,3;17,8;4,4;3,9;8,4;0,2;;69;4,7;0,5;0,;0,9;0,;1,3;64,6;179,417;166,;161,;1,37;1,25;1,25;0,056;0,075;6,1;4,1;0,236;15,8;1,02;16,7;22,4;150,;22,3;407,;242,;1,06;0,67;0,04;4,1;0,06;18,5;0,04;;
0676;KJÖT Í KARRÍSÓSU;Lamb meat in curry sauce;75;16;3;11,6;9,7;4,9;3,9;0,3;0,;;44;3,1;1,1;0,;0,6;0,;1,0;74,0;0;0;0;0,25;0,17;0,17;0,056;0,140;2,6;1,7;0,075;14,6;1,38;0,7;9,04;120,;17,7;166,;226,;1,17;1,82;0,09;0,8;0,08;21,1;0,02;;
0677;SMJÖRKREM;Icing made from butter;100;15;1;1,7;38,8;24,1;11,2;1,2;0,;;210;48,2;48,2;48,2;0,;0,;0,7;10,6;396,333;382,;172,;0,64;1,29;1,27;0,022;0,049;0,3;0,;0,025;4,3;0,28;0,;16,2;55,2;1,9;227,;31,2;0,51;0,39;0,02;6,8;0,02;2,8;0,04;;
0678;EGGJAKREM;Egg icing;100;15;1;5,8;5,7;2,6;2,0;0,5;0,;;160;11,6;10,3;7,1;0,2;0,;0,7;76,2;82,1083;80,0;25,3;0,41;0,61;0,58;0,055;0,229;1,4;0,2;0,070;9,4;0,84;0,5;85,8;112,;10,9;70,6;135,;0,59;0,62;0,03;19,5;0,03;3,3;0,01;;
0679;FISKPOTTUR MEÐ GRÆNMETI;Fish dish with vegetables;100;16;4;8,8;2,6;0,9;0,9;0,5;0,1;;20;4,9;1,7;0,;1,3;0,;1,1;81,9;28,525;26,3;26,7;0,22;0,33;0,30;0,030;0,033;2,5;1,1;0,114;13,8;0,40;2,5;12,4;117,;17,1;141,;267,;0,45;0,22;0,10;83,1;0,12;11,3;0,01;;
0680;SALAT, fisksalat;Fish salad;100;15;3;6,9;21,5;3,1;5,2;11,2;0,1;;103;4,2;0,5;0,;0,9;0,;1,4;65,9;44,4833;24,4;241,;0,32;2,18;2,17;0,055;0,063;1,9;0,8;0,105;16,1;0,58;4,0;19,7;93,6;12,6;404,;153,;0,73;0,32;0,07;50,7;0,09;9,5;0,01;;
0681;HROSSABJÚGU, hrá;Horse sausage, raw;100;7;8;12,;20,;8,1;7,5;2,6;;;;3,;;0,;0,;0,;2,6;62,4;;;;;;;;;;;;;;;;;;1140;;;;;;;;;;
0682;BAKA, saltfiskbaka;Pie, with salted fish;100;16;4;6,2;10,5;;;;;;;23,;;0,;;0,;2,0;58,3;;;;;;;;;;;;;;;;;;500,;;;;;;;;;;
0683;GOSDRYKKIR, sykurskertir;Soft drink, low sugar;100;12;2;0,;0,;0,;0,;0,;0,;;0;0,6;0,6;0,;0,;0,;0,1;99,3;0;0,;;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;5,;0,;0,;2;6,;0;;;;;;;;
0684;KINDAKÆFA, föst;Lamb meat pate, firm;100;7;9;15,2;34,3;17,6;11,9;2,0;0,29;1,3;84;0,7;0,;0,;0,;0,;2,9;46,1;;;;;;;0,025;0,123;7,1;4,3;0,15;11;2,9;0,;29,;97,;12,;1010,;150,;1,16;2,78;0,080;1,2;0;5,0;;1,0;0,9
0685;KINDAKÆFA, smyrjanleg;Lamb meat pate, spreadable;100;7;9;13,8;21,0;10,08;7,06;0,56;0,01;1,01;59;0,9;0,;0,;0,;0,;2,4;61,9;;;;;;;0,025;0,123;7,1;4,3;0,15;11;2,9;0,;29;97;12;1010,;120,;1,16;2,78;0,08;1,2;0;5,0;;0,30;0,26
0686;ÞYKKMJÓLK, með ávöxtum;Milk, cultured, with cream and fruits;100;1;2;2,8;4,9;2,88;1,26;0,09;0;0,20;20;12,1;12,1;8,0;0,2;0,;0,7;79,0;46,8333;45,;22,;0,04;0,11;0,11;0,036;0,16;0,8;0,124;0,042;23;0,2;0,6;98,4;82,6;10,2;47,9;141,;0,02;0,43;0,05;11,2;0,02;2,39;0,011;0,06;0,04
0687;ÞYKKMJÓLK, með ávöxtum og korni;Milk, cultured, with cream, fruits and cereals;100;1;2;2,8;4,6;3,0;1,3;0,1;0,;;18;15,6;14,1;9,0;1,0;0,;0,7;75,7;44,5;42,;30,;0,04;0,11;0,11;0,04;0,16;0,8;0,124;0,042;10,;0,15;0,6;95,3;85,4;12,4;42,1;140,;0,04;0,33;0,01;18,2;0,01;1,3;0,01;;
0688;ÞYKKMJÓLK, með ávöxtum og súkkulaði;Milk, cultured, with cream, fruits, and chocolate;100;1;2;2,7;4,8;3,0;1,3;0,1;0,;;19;14,6;14,;9,;0,;0,;0,7;77,2;45,0833;43,;25,;0,04;0,11;0,11;0,04;0,16;0,8;0,124;0,042;10,;0,15;0,6;98,4;82,6;10,2;50,;141,;0,04;0,34;0,01;18,2;0,01;1,3;0,01;;
0689;SMJÖR, kryddsmjör;Butter, with spices;100;10;4;0,5;78,;50,5;21,7;1,8;;;236;3,;;0,;;0,;1,3;17,2;820,;;;0,7;;;0,007;0,035;0,1;;;;;;17,3;;;511,;52,0;0,04;0,15;;;;;;;
0690;SÓSA, MAJONES, 37% fita;Mayonnaise, low fat;100;15;1;4,9;37,;5,3;8,2;21;0;0;51;10;1;1;0;0;0,7;47,4;23,4167;23;5;0,16;4,24;4,24;0,02;0,03;0;0;0,02;7;0,2;0;10,7;28,2;2,5;241,;9,9;0,30;0,11;0,05;6;0;1;;19;2
0691;SMURHANGIÁLEGG;Meat paté, smoked;100;7;8;10,7;17,6;;;;;;;2,0;1,5;1,;0,;0,;2,3;67,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0692;SMURSALAMI;Salami paté;100;7;8;11,1;20,4;;;;;;;3,6;3,;2,;0,;0,;2,3;62,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0693;SMURSKINKA;Ham paté;100;7;8;12,0;16,4;;;;;;;2,9;2,5;1,5;0,;0,;2,3;66,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0694;JÓGÚRT, þykkjógúrt með ávöxtum;Yoghurt, with cream and fruits;100;1;2;3,5;5,1;3,3;1,4;0,1;0,;;20;14,2;14,4;9,0;0,2;0,;0,8;76,2;48,9167;47,;23,;0,04;0,12;0,12;0,04;0,13;0,8;;;10;0,15;0,6;120,;99,;10,3;46,6;169,;0,04;0,32;;;;;;;
0695;JÓGÚRT, þykkjógúrt með korni;Yoghurt, w cream, cereals & fruits;100;1;2;3,7;5,1;3,3;1,4;0,1;0,;;20;12,4;13,2;9,0;1,0;0,;0,8;76,9;48,9167;47,;23,;0,04;0,12;0,12;0,04;0,13;0,8;;;10;0,15;0,6;120,;103,;13,6;48,6;176,;0,04;0,32;;;;;;;
0696;BÍÓMJÓLK, ávaxta-;Cultured low fat milk with fruit;100;1;2;2,7;1,3;0,8;0,4;0,;0,;;5;13,4;13,4;7;0,2;0,;0,7;81,7;12,5;12,;6,;0,01;0,03;0,03;0,04;0,14;;;;4,4;0,49;0,6;104,;88,4;11,8;58,5;146,;0,04;0,34;;;;;;;
0697;PEPPERONI;Pepperoni;100;7;8;17;35,2;13;15;2;0;0,2;75;3;1;1;0;0;5,5;37,4;0;0;0;0;0,02;0,02;0,14;0,18;4,1;2,3;0,15;1;1,3;0;20;190;10;1500;255;1,56;2,3;0,12;4,1;0,048;5;;1,7;0,3
0698;SELSPIK;Seal blubber;100;10;3;2,4;86,2;14,7;;19,8;;;;0,;0,;0,;0,;0,;0,5;10,9;1000;1000,;0,;;;;0,03;0,04;;;;;;0,;;;;25,;;0,5;;;;;;;;
0699;SELKJÖT, hrátt;Seal meat with fat/blubber, raw;100;7;5;20,0;15,0;2,6;;3,5;;;;0,;0,;0,;0,;0,;1,2;63,8;100;100,;0,;3,5;;;0,15;0,48;;6,0;;;;0,;10,;;;183,;;10,0;;;;;;;;
0700;SMÁMÁL, mjólkurbúðingur með súkkulaði;Milk pudding, with chocolate;100;1;3;3,1;4,6;2,7;1,2;0,09;0;0,19;18;12,3;11,7;6,0;0,5;0,;0,8;78,9;43,75;42;21;0,04;0,106;0,106;0,06;0,19;1,15;0,15;0,05;6;0,45;0,87;140;124;23;53;250;0,5;0,7;0,1;16,2;0,1;2,8;;0,05;0,03
0701;SMÁMÁL, mjólkurbúðingur með jarðarberjum;Milk pudding, with strawberries;100;1;3;3,6;6,2;4,0;1,7;0,1;;;25;11,0;;7,0;0,5;0,;0,8;77,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0702;ÍDÝFA, úr þykkmjólk og majonesi;Dressing, made from milk and mayonnaise;100;15;1;2,8;28,2;;;;;;;3,4;;;0,;0,;1,1;64,5;;;;;;;;;;;;;;;;;;103,;;;;;;;;;;
0703;ÍDÝFA, úr majonesi;Dressing, made from mayonnaise;100;15;1;3,3;59,3;;;;;;;2,6;2,6;2,6;0,;0,;0,5;34,3;23;23;0;0,29;15,4;15,4;0,008;0,030;0,3;0,1;0,10;14;1;0;8;59;7;597;34;0,30;0,40;0,030;6,0;0,012;0;;;
0704;ÍDÝFA, úr fituskertu majonesi;Dressing, made from low fat mayonnaise;100;15;1;2,2;24,5;;;;;;;11,2;11,2;9,;0,;0,;1,9;60,2;12;12;0;0,24;8,0;5,0;0,01;0,03;0;0;0;0;0;0;48,5;50,8;12,3;570,;154,;0;0;0;0;0;0;;;
0705;BAUNIR, rauðar nýrnab., þurrkaðar;Beans, red kidney beans, dried, raw;100;5;4;22,1;1,4;0,2;0,1;0,8;;;0;45,8;3,2;0,;15,7;0,;3,8;11,2;0,916667;0,;11,;0,;0,52;;0,65;0,19;5,6;2,1;0,40;130,;0,;4,;100,;410,;150,;18,;1370,;6,4;3,0;0,68;1,9;1,2;16,;;;
0706;ÍSTERTA, með kransakökubotni;Cake, with ice cream;100;3;1;4,6;12,0;7,7;3,3;0,3;;;;22,0;;;;0,;1,;60,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0707;ÍSTERTA, með marensbotni;Cake, with marengs & ice cream;100;3;1;4,6;12,0;7,7;3,3;0,3;;;;22,;;;;0,;1,1;60,3;;;;;;;;;;;;;;;;;;390,;;;;;;;;;;
0708;BJÓR, 4,5% alkóhól af rúmmáli;Beer, lager, alc. 4,5% by vol.;100;12;6;0,5;0,;0,;0,;0,;0,;;0;2,9;0,4;0,;0,;3,6;0,2;92,8;0;0,;0,;0,;0,;0,;0,002;0,025;0,9;0,933;0,068;2,6;0,;2,1;4,;20,;7,;3,7;60,;0,016;0,009;0,010;1,5;0,019;0,11;;;
0709;KLEINUHRINGIR, án súkkulaðis;Doughnut, deep fried, without chocolate;100;4;6;7,6;17,4;;;;;;65;45,7;;;1,1;0,;1,4;26,8;93,25;89,;51,;0,23;0,57;0,57;0,09;0,08;1,1;0,5;0,04;6,;0,2;0,;37,;330;25;522,;84,;0,6;0,5;;;;;;;
0710;BJÓR, 5,6% alkóhól af rúmmáli;Beer, alc. 5,6% by vol.;100;12;6;0,4;0,;0,;0,;0,;0,;;0;3,2;0,5;0,;0,;4,5;0,1;91,3;0;0,;0,;0,;0,;0,;0,002;0,025;0,9;0,933;0,045;2,6;0,02;2,3;4,;20,;7,;3,;60,;0,016;0,009;0,010;1,5;0,019;0,11;;;
0711;BJÓR, án alkóhóls;Beer, no alcohol;100;12;6;0,3;0,;0,;0,;0,;0,;;0;4,8;4,8;0,;0,;0,;0,1;94,8;0;0,;0,;0,;0,;0,;0,002;0,025;0,9;;;;;2,3;4,;20,;7,;3,;60,;0,016;0,009;0,010;1,5;0,019;0,11;;;
0712;OSTAKAKA;Cheese cake;100;4;6;5,4;16,7;9,2;4,2;0,6;0,03;0,7;74;27,3;21,1;16,6;0,6;0;0,9;48,1;163,5;157;78;0,2;0,71;0,69;0,05;0,12;1,33;0,19;0,05;14;0,18;3;55;126;11;210;114;0,35;0,37;0,04;7,6;0,42;4,1;0,02;0,43;0,14
0713;SÚRMJÓLK, með hnetum og karamellum;Milk, cultured, with nut & flavour;100;1;2;3,1;4,0;2,5;1,1;0,1;;0,2;16;10,0;10,0;6,;0,;0,;0,7;82,2;38,5;37,;18,;0,03;0,09;0,09;0,04;0,15;0,8;;;6,0;0,18;0,4;102,;86,6;12,3;41,5;139,;0,04;0,373;;;;;;;
0714;SÚRMJÓLK, ávaxtasúrmjólk;Milk, cultured, fruit;100;1;2;3,1;3,5;2,0;0,9;0,06;0;0,1;14;10,0;10,0;6,;0,2;0,;0,6;82,6;32,25;31;15;0,03;0,08;0,08;0,04;0,16;0,8;;;6,0;0,18;0,6;103,;86,2;10,8;41,2;160,;0,04;0,373;;;;;;;
0715;UNDANRENNUÍS, fitulaus;Ice cream substitute, made from skimmed milk;100;3;1;4,5;0,3;0,2;0,1;0,;0,;;3;25,9;25,;22,;0,;0,;1,0;68,3;;;;;;;;;;;;;;;158,;125,;20,3;78,8;211,;;;;;;;;;
0716;BRODDMJÓLK, þynnt;Colostrum, diluted;100;1;1;10,0;3,2;2,1;0,9;0,1;0,;;13;2,7;2,7;0,;0,;0,;0,9;83,2;30,1667;29,;14,;0,03;0,07;0,07;;;;;;;;;159,;145,;29,4;67,7;159,;;0,58;;;;;;;
0717;SÚKKULAÐIBITAR, Hraun;Chocolate wafer with puffed rice, Hraun;100;11;3;6,0;25,4;15,6;6,7;0,7;0;0,4;;64,3;;;1,4;0,;1,5;1,4;33,1;;;;;;0,065;0,170;0,31;;;;;0,;201,;215,;58,4;240,;460,;4,8;;;;;;;0,6;1,3
0718;KONFEKT;Confection;100;11;3;8,1;24,5;12,2;6,6;0,6;0,;;;55,9;51,1;40,0;0,9;0,;1,9;8,7;83,3333;80,;40,;0,;0,;0,;0,10;0,10;1,0;;;0;0;0,;144,;167,;42,2;54,9;334,;1,8;;;;;;;;
0719;BRJÓSTSYKUR, fylltur;Candy, hard, boiled, filled;100;11;3;1,0;7,;4,1;2,3;0,2;0,;;5;87,6;;85,;0,1;0,;0,5;3,8;20,;;;0,;;;0,02;0,1;0,5;;;;;0,;15,8;17,2;9,3;11,5;33,8;0,73;0,05;0,08;;0,03;;;;
0720;HLAUP, sterkjuhlaup;Gum, starch gum;100;11;3;6,8;0,;0,;0,;0,;0,;0;0;74,9;56,;44,;0,;0,;0,1;18,2;0;0,;0,;0,;0,;0,;0,;0,;0;0;0;0;0,;0,;3,1;0,;0,7;5,4;2,7;0,19;;0,06;;;;;;
0721;TÖFLUR, sykurlausar;Gums, liquorice, no sugar added;100;11;3;0,;0,;0,;0,;0,;0,;;0;87,1;;0,;1,;0,;2,1;10,;0;0,;0,;0,;0,;0,;0,;0,;0,;;0,;0,;0,;0,;316,;0,;116,;20,9;452,;4,4;0,29;0,16;;0,36;;;;
0722;SNAKK, kartöflunasl, ýmsar gerðir;Potato chips;100;14;2;6,3;30,9;11,17;14,31;3,86;;0,13;0;47,8;0,7;0,;11;0,;3,6;2,4;0,166667;0;2;0;3,10;3,10;0,19;0,07;6,1;4,6;0,89;20,;0,;0,;37,;130,;56,;1420;1190,;1,3;0,63;0,22;0;0,20;8,1;;3,78;0,08
0723;SALT, sjávarsalt;Salt, sea salt;100;13;1;0,;0,;0,;0,;0,;0,;;0;0,;0,;0,;0,;0,;96,0;4,0;0;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;0,;51,;1,2;37,;36800;36,;3,0;0,077;0,14;42;0,2;0,;0,2;;
0724;OSTUR, rjómaostur, 19% fita;Cheese, cream, fat 19%;100;2;1;10,;19;11,2;4,9;0,36;0,02;0,77;76;4,8;4,5;0,;0,;0,;2,1;64,4;182;175;86;0,16;0,44;0,44;0,040;0,200;3,1;0,10;0,055;13;0,22;0,;82,;358;11,8;295,;137,;0,3;0,54;0,070;9,0;0,035;2,53;;0,22;0,14
0725;REGNBOGASILUNGUR, hrár;Rainbow trout, raw;45;8;1;18,5;6,7;1,7;2,8;1,6;;;57;0,;0,;0,;0,;0,;1,2;71,;50;50,;0,;13,6;2,65;2,65;0,1;0,21;11,5;5,2;0,69;;5,;0,;20,;260,;25,;52,;420,;0,2;1,6;0,05;25,;0,02;26,;;;
0726;KLÍPA;Butter with soyabean oil, fat 27%;100;10;4;8,;27,;13,87;6,94;2,39;0,03;0,93;40;5,;0,;0,;0,;0,;1,9;58,1;925;900;300,;7,5;2,5;2,5;0,02;0,09;1,7;0,1;0,;0,;0,;0,;60,;75,;1,;1100,;20,;0,040;0,15;0,003;5,4;0,011;0,50;0,01;2,00;0,39
0727;KAVÍAR, laxa- og hrognamauk í túpum;Caviar, salmon and roe paste, in tubes;100;8;5;7,5;45;4,0;28;13;1,4;0;18;7,5;6;4;1;0,;8;32,5;100;100;0;1,5;5,5;5,5;0,33;0,46;2,6;0,8;0,1;10;4;0;43;330;15;1500;100;1;3;;35,8;;28,1;;8;5
0728;NAUTALUNDIR, fitusnyrtar, hráar;Beef, fillet, defatted, raw;100;7;2;20,0;6,0;2,8;2,1;0,14;0,01;0,23;59;0,;0,;0,;0,;0,;1,1;73,0;0;0,;0,;0,4;0,19;0,19;0,09;0,22;9,7;6,;0,35;12,3;2,38;0,;8,6;172,;20,9;73,1;284,;2,23;3,51;0,047;1,7;0,011;3,83;0,02;0,088;0,01
0729;NAUTAINNANLÆRI, fitusnyrt, hrátt;Beef, bottom round, defatted, raw;100;7;2;22,1;2,0;0,68;0,61;0,08;0,004;0,05;61;0,;0,;0,;0,;0,;1,1;74,0;0;0,;0,;0,4;0,12;0,12;0,055;0,180;10,1;6,3;0,5;12;1,2;0,;8,6;172,;20,9;73,1;284,;2,5;4,31;0,09;1,7;0,01;3,83;0,02;0,05;0,03
0730;NAUTAHRYGGVÖÐVI (FÍLE) m fitu hrár;Beef, sirloin, raw;100;7;2;20,3;15,2;6,4;7,3;0,6;;;69;0,;0,;0,;0,;0,;1,;63,5;;;;;0,48;0,48;0,035;0,145;9,4;5,6;0,45;5,5;1,4;0,;8,6;172,;20,9;73,1;284,;2,23;3,51;0,07;1,0;0,011;6,5;0,02;;
0731;HREINDÝRAKJÖT, hrátt;Reindeer meat, raw;66;7;5;21,0;6,6;2,8;3,1;0,4;0,;;78;0,;0,;0,;0,;0,;0,9;71,5;6;6,;0,;0,3;0,84;0,84;0,20;0,50;9,5;5,5;0,44;6;6,3;0,;10,;189,;33,;95,;440,;4,0;4,8;0,44;4,2;0,078;25,;0,02;0,2;0
0732;KRÆKIBERJASAFT;Crow berries juice with sugar;100;12;3;0,4;0,;0,;0,;0,;0,;;0;32,0;32,;28,;1,;0,;0,2;66,4;;;;;;;0,02;0,;;;;;0,;7,;8,;8,;4,;20,;;;;;;;;;;
0733;KRÆKIBERJASULTA;Crow berries jam;100;6;6;0,3;0,;0,;0,;0,;0,;;0;53,5;53,5;50,;2,5;0,;0,1;43,6;;;;;;;0,02;0,;;;;;0,;5,;5,;5,;3,;15,;;;;;;;;;;
0734;AÐALBLÁBERJASAFT;Bilberry juice with sugar;100;12;3;0,8;0,;0,;0,;0,;0,;;0;24,0;24,;16,;2,;0,;0,1;73,1;;;;;;;0,04;0,;;;;;0,;11,;16,;21,;9,;;;;;;;;;;;
0735;AÐALBLÁBERJASULTA;Bilberry jam;100;6;6;0,5;0,;0,;0,;0,;0,;;0;56,0;56,;50,;2,;0,;0,1;41,4;;;;;;;0,03;0,;;;;;0,;7,;10,;13,;6,;;;;;;;;;;;
0736;BAUNIR, rauðar nýrnabaunir, soðnar;Beans, red kidney beans, boiled;100;5;4;8,4;0,5;0,1;0,;0,3;0;0;0;17,7;0,4;0,;6,7;0,;0,7;66,0;0,333333;0,;4,;0,;0,20;0,20;0,17;0,05;1,9;0,6;0,12;42,;0,;1,;37,;130,;45,;2,;420,;2,5;1,0;0,23;0,9;0,5;6,;;0,2;0,1
0737;EGGALDIN, hrá;Aubergine, raw;75;5;2;1,2;0,1;0,;0,;0,1;0,;0;0;2,9;2,9;0,;3,2;0,;0,5;92,1;5,83333;0,;70,;0,;0,03;0,03;0,02;0,01;0,3;0,1;0,08;27,;0,;2,;11,5;33,5;13,4;0,8;219,;0,3;0,2;0,01;1;0,1;7,;;;
0738;PAPRIKUDUFT;Paprika powder;100;13;1;14,8;13,0;1,9;1,4;7,1;;;0;54,7;;0,;;0,;8,;9,5;6000,;0,;;0,;;;0,65;1,74;18,4;15,3;;0,;0,;0,;180,;350,;190,;34,;2340,;23,6;4,1;0,61;;0,8;;;;
0739;RÓSMARÍN;Rosemary, dried;100;13;1;4,9;15,2;;;;;;0;62,6;;0,;;0,;8,;9,3;156,667;0,;1880,;0,;;;;;;1,0;;0,;0,;0,;1280,;70,;220,;50,;950,;29,3;3,2;0,55;;0,5;;;;
0740;TÍMÍAN;Thyme, dried, ground;100;13;1;9,1;7,4;2,7;0,5;1,2;;;0;67,7;;0,;;0,;8,;7,8;190;0,;2280,;0,;;;;0,40;8,0;4,9;;0,;0,;0,;1890,;200,;220,;55,;810,;;6,2;0,86;;7,6;;;;
0741;MANDARÍNUR;Tangerine, raw;74;6;1;0,6;0,2;0,0;0,0;0,0;;;0;9,3;8,0;0,;1,9;0,;0,4;87,6;8,33333;0,;100,;0,;0,32;0,32;0,105;0,022;0,3;0,2;0,07;21,;0,;30,8;37,;16,;9,;6,;108,;0,16;0,095;0,055;0,3;0,055;0,4;;;
0742;SÍTRÓNUR;Lemon, raw;67;6;1;1,1;0,3;0,0;0,0;0,1;0,;;0;4,1;3,2;0,;5,2;0,;0,3;89,0;0,283333;0,;3,4;0,;0,8;0,8;0,045;0,030;0,3;0,2;0,060;32,;0,;49,;27;21,;9,;3,;175,;0,08;0,13;0,053;0,3;0,04;0,24;;;
0743;APRÍKÓSUR;Apricots, raw;93;6;1;1,4;0,4;0,0;0,2;0,1;0,;;0;9,6;7,8;0,;1,5;0,;0,8;86,3;130,833;0,;1570,;0,;;;0,03;0,04;0,8;0,6;0,054;5,;0,;10,;14,;19,;8,;1,;296,;0,5;0,26;0,089;;0,079;;;;
0744;KIRSUBER;Cherry, raw;87;6;2;1,5;0,4;0,1;0,1;0,1;0,;;0;9,8;11,9;0,;1,7;0,;0,7;85,8;2,08333;0,;25,;0,;0,13;;0,025;0,03;0,3;0,2;0,045;5,;0,;10,;20,;17,;8,;2,;176,;0,3;0,1;0,07;0,2;0,08;0,45;;;
0745;FERSKJUR;Peach, raw;87;6;1;0,7;0,1;0,0;0,0;0,1;0,;0;0;9,7;8,8;0,;1,4;0,;0,5;87,7;5,75;0,;69,;0,;0,96;0,96;0,02;0,06;0,7;0,6;0,03;4,2;0,;8,;5,;25,;6,;3,;176,;0,22;0,14;0,13;0,3;0,07;0,2;;;
0746;NEKTARÍNUR;Nectarine, raw;91;6;1;0,9;0,5;0,;0,2;0,2;;;0;9,0;8,9;0,;2,2;0,;0,5;86,3;8,58333;0,;103,;0,;1,80;1,80;0,017;0,041;0,8;0,6;0,025;4,;0,;5,4;5,;16,;8,;1,;212,;0,2;0,09;0,073;3,;0,044;1,;;;
0747;ÝSA, flök, steikt;Haddock, fillet, broiled;100;8;1;21,0;6,2;1,5;1,86;2,0;0,36;0,12;52;0,;0,;0,;0,;0,;2,4;72,3;13,2833;13;3,4;0,94;0,60;0,60;0,03;0,04;5,1;2,0;0,44;9,0;2,2;0,;20,4;241,;31,6;532;471,;0,23;0,37;0,02;212;0,01;45;;1,5;0,5
0748;HNOÐMÖR;Suet, fermented;100;10;3;0,4;96,4;49,7;39,4;3,0;;;82;0,;0,;0,;0,;0,;0,1;3,1;;;;;;;;;;;;;;0,;3,5;8,7;2,0;23,7;14,3;0,;0,;;;;;;;
0749;LÚÐA, súrsuð, hrá;Halibut, pickled;100;8;4;12,4;5,3;0,6;1,2;1,9;1,5;;;0,;0,;0,;0,;0,;2,1;80,2;;;;;;;;;;;;;;0,;82,4;113,;17,2;572,;202,;;;;;;;;;
0750;ÝSA, flök, reykt, hrá;Haddock, fillet, smoked,raw;90;8;4;17,5;1,6;0,3;0,2;0,7;0,7;;48;0,;0,;0,;0,;0,;4,8;78,1;3;3,;0,;0,;0,52;0,52;0,03;0,046;5,7;;;;1,5;0,;27,0;150,;20,4;1720,;266,;0,1;0,3;;;;;;;
0751;ÞORSKUR, siginn, hrár;Cod, partly dried, raw;100;8;4;31,4;1,0;0,18;0,11;0,42;0,36;;83;0;0;0;0;0;2,4;67,7;;;;0,;;;;;;;;;;0,;19,1;357;28,4;233;519;0,126;0,545;0,018;;;50,3;;;
0752;LAMBALÆRISSNEIÐAR, steiktar;Lamb leg, broiled;100;7;1;29,0;8,9;3,8;2,8;0,62;0,12;0,26;;0,;0,;0,;0,;0,;1,7;61,4;;;;;;;;;;;;;;0,;30,9;257,;28,9;339,;387,;;;;;;;;0,33;0,29
